,base,tag
822,chłopak,subst:sg:nom:m1
823,zaśpiewać,praet:sg:f:perf
824,ckliwy,adj:sg:nom:m1:pos
825,melodia,subst:sg:gen:f
826,jedyneczka,ign
827,ta,qub
828,Krzych,subst:sg:loc:m1
829,zaraz,adv:pos
830,wymyśleć,fin:sg:pri:perf
831,wsunąć,praet:sg:f:perf
832,ci,qub
833,góra,subst:sg:dat:f
834,jedno,qub
835,skończyć,fin:sg:ter:perf
836,program,subst:pl:gen:m3
837,zaczynać,fin:sg:pri:imperf
838,książka,subst:sg:gen:f
839,sześć,num:pl:nom:m1:rec
840,czytać,fin:sg:pri:imperf
841,zacięcie,subst:sg:gen:n
842,wiek,subst:sg:gen:m3
843,podobać,praet:sg:m1:imperf
844,myśleć,praet:sg:m1:imperf
845,komiks,subst:sg:gen:m3
846,taka,subst:sg:inst:f
847,kniga,ign
848,solidny,adj:sg:nom:m1:pos
849,pamiętać,fin:sg:pri:imperf
850,zapierać,fin:sg:ter:imperf
851,dech,subst:sg:inst:m3
852,pierś,subst:sg:gen:f
853,akrobacja,subst:pl:nom:f
854,lotniczy,adj:sg:nom:n:pos
855,wykonanie,subst:sg:dat:n
856,Sebastian,subst:sg:nom:m1
857,chrząszcz,subst:sg:gen:m2
858,ozdoba,subst:sg:gen:f
859,lotnictwo,subst:sg:nom:n
860,niedziela,subst:sg:inst:f
861,obchodzić,fin:sg:ter:imperf
862,aeroklub,subst:sg:gen:m3
863,Opolskie,subst:sg:nom:n
864,zorganizować,ppas:sg:nom:m1:perf:aff
865,okazja,subst:sg:acc:f
866,piknik,subst:sg:nom:m3
867,przybyć,fin:sg:ter:perf
868,kilka,num:pl:nom:m1:rec
869,tysiąc,subst:pl:gen:m2
870,opolanin,subst:pl:gen:m1
871,dobry,adj:sg:nom:n:sup
872,pogoda,subst:sg:nom:f
873,odstraszyć,praet:pl:m1:perf
874,miłośnik,subst:pl:gen:m1
875,Serb,subst:pl:gen:m1
876,Albańczyk,subst:pl:gen:m1
877,Kosowo,subst:sg:loc:n
878,poniedziałek,subst:sg:nom:m3
879,szkolnictwo,subst:sg:nom:n
880,przewidujący,adj:sg:nom:m1:pos
881,stopniowy,adj:sg:acc:f:pos
882,powrót,subst:sg:inst:m3
883,szkoła,subst:sg:dat:f
884,państwowy,adj:sg:gen:f:pos
885,uniwersytet,subst:sg:gen:m3
886,1991,num:pl:nom:m1:rec
887,rok,subst:sg:gen:m3
888,bojkotować,praet:pl:m1:imperf
889,serbski,subst:pl:gen:m3
890,system,subst:pl:nom:m3
891,oświata,subst:sg:dat:f
892,odmawiać,praet:pl:m1:imperf
893,nauka,subst:sg:acc:f
894,według,prep:gen
895,wprowadzić,ppas:pl:gen:m1:perf:aff
896,Belgrad,subst:sg:inst:m3
897,zarekwirować,praet:pl:m1:perf
898,kilkaset,num:pl:nom:m1:rec
899,gad,subst:pl:loc:m1
900,chronić,inf:imperf
901,konwencja,subst:sg:gen:f
902,waszyngtoński,adj:sg:nom:n:pos
903,zwierzę,subst:sg:gen:n
904,wolno,pred
905,handlować,praet:sg:m1:imperf
906,zezwolenie,subst:sg:nom:n
907,zatrzymać,praet:sg:m1:perf
908,siedem,num:pl:nom:m1:rec
909,prokurator,subst:sg:gen:m1
910,zarzucić,praet:sg:m1:perf
911,egzotyczny,adj:sg:inst:m1:pos
912,naruszyć,inf:perf
913,ustawa,subst:sg:nom:f
914,ochrona,subst:sg:gen:f
915,oskarżony,subst:sg:nom:m1
916,podzielić,ppas:sg:nom:n:perf:aff
917,grupa,subst:sg:acc:f
918,ustąpić,inf:perf
919,pierwszeństwo,subst:sg:inst:n
920,zderzyć,praet:pl:m2:perf
921,wpierw,adv:pos
922,fiat,subst:sg:gen:m2
923,luksusowy,adj:sg:nom:n:pos
924,ford,subst:pl:gen:m2
925,scorpio,ign
926,prowadzony,adj:sg:gen:f:pos
927,prezydent,subst:sg:gen:m1
928,wezwać,ppas:sg:inst:m1:perf:aff
929,policjant,subst:pl:nom:m1
930,stwierdzić,praet:sg:m1:perf
931,winna,subst:pl:dat:f
932,kraksa,subst:sg:gen:f
933,toyota,subst:sg:acc:f
934,dostały,adj:pl:nom:m1:pos
935,500,num:pl:nom:m1:rec
936,złotowy,adj:sg:inst:m1:pos
937,mandat,subst:sg:inst:m3
938,trzeźwy,adj:sg:nom:f:pos
939,nikt,subst:sg:nom:m1
940,ucierpieć,praet:pl:m2:perf
941,auto,subst:sg:gen:n
942,Ford,subst:sg:nom:m1
943,rozbić,praet:sg:m1:perf
944,lampa,subst:sg:gen:f
945,skasować,ppas:sg:nom:m1:perf:aff
946,przód,subst:sg:inst:m3
947,maluch,subst:pl:nom:m2
948,tył,subst:sg:nom:m3
949,czwartek,subst:sg:nom:m3
950,godz,ign
951,12,num:pl:nom:m1:rec
952,20,num:pl:nom:m1:rec
953,niedaleko,adv:pos
954,podstawowy,adj:sg:nom:n:pos
955,nr,subst:sg:nom:m3
956,25,num:pl:nom:m1:rec
957,Prądzyński,subst:sg:gen:m1
958,nieznany,subst:pl:nom:m1
959,zaczepić,praet:sg:m1:perf
960,siedmioletni,adj:sg:gen:f:pos
961,dziewczynka,subst:sg:inst:f
962,podawać,fin:sg:pri:imperf
963,brat,subst:sg:nom:m1
964,wychowawczyni,subst:sg:nom:f
965,nakłonić,inf:perf
966,pójść,praet:sg:f:perf
967,zaprowadzić,ger:sg:gen:n:perf:aff
968,klatka,subst:sg:acc:f
969,schodowy,adj:sg:acc:f:pos
970,świadek,subst:sg:nom:m1
971,Czesław,subst:sg:nom:m1
972,czyn,subst:pl:gen:m3
973,lubieżny,adj:pl:gen:m1:pos
974,75,num:pl:nom:m1:rec
975,trwać,inf:imperf
976,IV,num:pl:nom:m1:rec
977,międzynarodowy,adj:sg:nom:m1:pos
978,wieczerza,subst:sg:gen:f
979,wigilijny,adj:sg:nom:m1:pos
980,stowarzyszenie,subst:sg:gen:n
981,upośledzenie,subst:sg:nom:n
982,umysłowy,adj:pl:gen:m1:pos
983,dzielić,ppas:sg:nom:n:imperf:aff
984,nawzajem,adv:pos
985,świąteczny,adj:sg:nom:n:pos
986,tradycja,subst:sg:nom:f
987,wyniesiony,adj:sg:gen:m1:pos
988,dom,subst:sg:gen:m3
989,rodzinny,adj:sg:nom:n:pos
990,różny,adj:pl:gen:m1:pos
991,zakątek,subst:pl:nom:m3
992,dziewięć,num:pl:nom:m1:rec
993,nieudany,adj:sg:nom:f:pos
994,próba,subst:sg:dat:f
995,rozpocząć,fin:sg:ter:perf
996,sprawa,subst:sg:inst:f
997,masakra,subst:sg:nom:f
998,robotnik,subst:pl:dat:m1
999,grudzień,subst:sg:gen:m3
1000,1970,num:pl:nom:m1:rec
1001,r,ign
1002,wybrzeże,subst:sg:dat:n
1003,cztery,num:pl:nom:m1:rec
1004,godzina,subst:pl:loc:f
1005,rozprawa,subst:sg:acc:f
1006,przerwać,praet:sg:m1:perf
1007,bowiem,comp
1008,czas,pred
1009,dziennie,adv:pos
1010,lekarz,subst:pl:gen:m1
1011,sądzić,fin:sg:pri:imperf
1012,Wojciech,subst:sg:nom:m1
1013,Jaruzelski,subst:sg:nom:m1
1014,rozpoczęcie,subst:sg:gen:n
1015,możliwy,adj:sg:nom:n:pos
1016,wyłączenie,subst:sg:dat:n
1017,techniczny,adj:sg:nom:n:pos
1018,Konopka,subst:sg:nom:m1
1019,pozwalać,fin:sg:ter:imperf
1020,bardzo,adv:pos
1021,precyzyjny,adj:sg:nom:n:pos
1022,zaplanować,praet:sg:f:perf
1023,układ,subst:sg:loc:m3
1024,pomieszczenie,subst:sg:dat:n
1025,zgodnie,adv:pos
1026,wymoga,subst:pl:inst:f
1027,przyszły,adj:sg:inst:m1:pos
1028,starostwo,subst:sg:gen:n
1029,gmina,subst:sg:nom:f
1030,Wieliczka,subst:sg:gen:f
1031,zabezpieczyć,fin:sg:ter:perf
1032,cel,subst:pl:gen:m3
1033,część,subst:sg:gen:f
1034,finansowy,adj:sg:nom:n:pos
1035,elementarny,adj:pl:gen:m1:pos
1036,wzgląd,subst:sg:gen:m3
1037,ekonomiczny,adj:sg:gen:f:pos
1038,jednocześnie,adv:pos
1039,wykazywać,fin:pl:ter:imperf
1040,bezsens,subst:sg:nom:m3
1041,jakikolwiek,adj:sg:inst:m1:pos
1042,praca,subst:sg:gen:f
1043,wykończeniowy,adj:pl:gen:m1:pos
1044,wysoce,adv:pos
1045,wymieniać,inf:imperf
1046,obiekt,subst:pl:nom:m3
1047,gdy,adv:pos
1048,przedstawić,ppas:pl:gen:m1:perf:aff
1049,funkcjonalny,adj:sg:nom:m1:pos
1050,ewentualny,adj:sg:gen:f:pos
1051,wyjazd,subst:sg:nom:m3
1052,22,num:pl:nom:m1:rec
1053,maj,subst:sg:gen:m3
1054,koszt,subst:sg:nom:m3
1055,wycieczka,subst:sg:gen:f
1056,100,num:pl:nom:m1:rec
1057,złoty,brev:npun
1058,przejazd,subst:pl:nom:m3
1059,nocleg,subst:sg:nom:m3
1060,wstęp,subst:sg:nom:m3
1061,na_przykład,brev:pun
1062,muzeum,subst:sg:nom:n
1063,własne,subst:sg:nom:n
1064,zakres,subst:sg:nom:m3
1065,zapraszać,fin:sg:ter:imperf
1066,impreza,subst:pl:gen:f
1067,organizować,praet:sg:m1:imperf
1068,oddział,subst:pl:nom:m3
1069,miejski,adj:sg:gen:m1:pos
1070,PTTK,subst:sg:nom:n
1071,usługa,subst:sg:gen:f
1072,ogólnobudowlany,adj:sg:nom:n:pos
1073,drugi,subst:sg:gen:m2
1074,odznaczyć,ppas:pl:gen:m1:perf:aff
1075,nosal,subst:sg:inst:m1
1076,zakład,subst:pl:gen:m3
1077,11,num:pl:nom:m1:rec
1078,kompleksowo,adv:pos
1079,fundament,subst:pl:loc:m3
1080,aż,comp
1081,dach,subst:sg:nom:m3
1082,wszelki,adj:pl:gen:m1:pos
1083,remontowy,adj:sg:nom:n:pos
1084,firma,subst:sg:gen:f
1085,specjalizować,pact:sg:inst:m1:imperf:aff
1086,renowacja,subst:sg:nom:f
1087,zabytek,subst:pl:loc:m3
1088,zawdzięczać,praet:pl:m2:imperf
1089,świetność,subst:sg:gen:f
1090,plebania,subst:sg:gen:f
1091,kościół,subst:sg:loc:m3
1092,Klemens,subst:sg:nom:m1
1093,jubileusz,subst:sg:gen:m3
1094,200,num:pl:nom:m1:rec
1095,lecia,ign
1096,sprawić,praet:sg:f:perf
1097,ołtarz,subst:pl:nom:m3
1098,boczny,adj:sg:gen:f:pos
1099,barokowy,adj:sg:nom:m1:pos
1100,organ,subst:pl:nom:m3
1101,dzwonnica,subst:sg:nom:f
1102,dzwon,subst:sg:gen:m3
1103,300,num:pl:nom:m1:rec
1104,wyremontować,ger:sg:nom:n:perf:aff
1105,okno,subst:sg:gen:n
1106,witrażowy,adj:sg:gen:f:pos
1107,projekt,subst:sg:nom:m3
1108,Stefan,subst:sg:gen:m1
1109,Matejko,subst:sg:gen:m1
1110,zafundować,praet:pl:m1:perf
1111,Lwów,subst:sg:gen:m3
1112,zaś,conj
1113,słynny,adj:sg:gen:m1:pos
1114,malarz,subst:sg:nom:m1
1115,Włodzimierz,subst:sg:nom:m1
1116,Tetmajer,subst:sg:gen:m1
1117,wykonać,ppas:sg:nom:n:perf:aff
1118,polichromia,subst:sg:nom:f
1119,rozwiązanie,subst:pl:gen:n
1120,dokładnie,adv:pos
1121,zlokalizować,ppas:pl:gen:m1:perf:aff
1122,problem,subst:pl:gen:m3
1123,cellulit,subst:sg:nom:m3
1124,skórka,subst:pl:inst:f
1125,pomarańczowy,adj:sg:inst:m1:pos
1126,polecać,fin:sg:pri:imperf
1127,produkt,subst:sg:inst:m3
1128,prowadząca,subst:pl:nom:f
1129,upiększać,ger:sg:gen:n:imperf:aff
1130,sylwetka,subst:sg:gen:f
1131,kontur,subst:pl:nom:m3
1132,efekt,subst:pl:nom:m3
1133,końcowy,adj:sg:nom:n:pos
1134,preparat,subst:sg:nom:m3
1135,kosmetyczny,adj:pl:inst:m1:pos
1136,wzmocnić,ppas:sg:nom:m1:perf:aff
1137,działanie,subst:sg:gen:n
1138,regenerujący,adj:sg:nom:n:pos
1139,skóra,subst:sg:dat:f
1140,mor,subst:sg:loc:m3
1141,zatem,conj
1142,niewyczerpalny,adj:sg:inst:m1:pos
1143,źródło,subst:sg:inst:n
1144,witalność,subst:sg:nom:f
1145,ludzki,adj:sg:inst:m1:pos
1146,wracać,fin:sg:pri:imperf
1147,mijać,inf:imperf
1148,wrak,subst:sg:loc:m1
1149,publiczny,adj:pl:gen:m1:pos
1150,droga,subst:pl:loc:f
1151,straszyć,fin:pl:ter:imperf
1152,okazować,fin:sg:ter:imperf
1153,właściciel,subst:sg:nom:m1
1154,mieszek,subst:sg:gen:m3
1155,siatka,subst:sg:gen:f
1156,piękno,subst:sg:gen:n
1157,willa,subst:pl:loc:f
1158,wokół,adv:pos
1159,zielono,adv:pos
1160,krótko,adv:pos
1161,przystrzyc,ppas:sg:acc:f:perf:aff
1162,trawa,subst:sg:dat:f
1163,kwiat,subst:pl:loc:m3
1164,krzew,subst:pl:nom:m3
1165,starczyć,praet:sg:n:perf
1166,dobrze,adv:pos
1167,niech,qub
1168,szpecić,pact:sg:nom:n:imperf:aff
1169,niczyj,adj:sg:inst:m1:pos
1170,ulica,subst:sg:gen:f
1171,stąd,adv:pos
1172,usunąć,imps:perf
1173,obiecować,fin:pl:ter:imperf
1174,młoda,subst:pl:nom:f
1175,zamiar,subst:sg:gen:m3
1176,centrum,subst:sg:nom:n
1177,starzec,subst:pl:gen:m1
1178,ofiarowywać,ppas:sg:gen:f:imperf:aff
1179,rozpowszechnić,praet:sg:m1:perf
1180,egzemplarz,subst:pl:loc:m3
1181,nowenna,subst:sg:nom:f
1182,Europa,subst:sg:gen:f
1183,budować,ger:sg:gen:n:imperf:aff
1184,maić,pact:sg:nom:f:imperf:aff
1185,miłość,subst:sg:inst:f
1186,dodawać,fin:sg:ter:imperf
1187,wieczny,adj:sg:nom:m1:pos
1188,budowniczy,subst:sg:inst:m1
1189,ksiądz,subst:sg:nom:m1
1190,życzyć,praet:sg:f:imperf
1191,powodzenie,subst:sg:inst:n
1192,C,subst:sg:nom:m3
1193,Małgorzata,subst:sg:nom:f
1194,Pławecka,ign
1195,uczennica,subst:pl:nom:f
1196,SP,subst:sg:nom:f
1197,5,num:pl:nom:m1:rec
1198,powołany,adj:sg:nom:m1:pos
1199,reprezentacja,subst:pl:nom:f
1200,mistrzostwa,subst:pl:gen:n
1201,pchnięcie,subst:sg:inst:n
1202,kula,subst:sg:acc:f
1203,skok,subst:pl:gen:m3
1204,wzwyż,adv:pos
1205,domena,subst:sg:nom:f
1206,zawodniczka,subst:pl:dat:f
1207,pchać,praet:pl:m1:imperf
1208,80,num:pl:nom:m1:rec
1209,metr,subst:pl:gen:m1
1210,rekord,subst:sg:nom:m3
1211,wynosić,fin:sg:ter:imperf
1212,50,num:pl:nom:m1:rec
1213,ubiegły,adj:sg:inst:m1:pos
1214,przykładowo,adv:pos
1215,Dariusz,subst:sg:nom:m1
1216,gawęda,subst:sg:gen:f
1217,zdobyć,praet:pl:m1:perf
1218,medal,subst:sg:nom:m3
1219,dal,subst:sg:nom:f
1220,sprawny,adj:sg:nom:f:pos
1221,trener,subst:sg:nom:m1
1222,Lucjan,subst:sg:nom:m1
1223,Franczak,ign
1224,górnica,subst:sg:gen:f
1225,rozegrać,imps:perf
1226,mecz,subst:sg:nom:m3
1227,wskazywać,praet:pl:m2:imperf
1228,wynik,subst:sg:gen:m3
1229,robić,fin:sg:ter:imperf
1230,III,num:pl:nom:m1:rec
1231,liga,subst:sg:gen:f
1232,trzeba,pred
1233,wykorzystać,praet:pl:m1:perf
1234,ciężki,adj:sg:gen:f:pos
1235,zwycięsko,adv:pos
1236,można,pred
1237,pochwalić,ppas:sg:nom:m1:perf:aff
1238,drużyna,subst:sg:nom:f
1239,walka,subst:sg:gen:f
1240,Agnieszka,subst:sg:inst:f
1241,Porąbka,subst:sg:nom:f
1242,zadowolony,adj:pl:nom:m1:pos
1243,Maciek,subst:sg:loc:m1
1244,Mrowca,ign
1245,szczęście,subst:sg:nom:n
1246,szla,subst:sg:gen:f
1247,Duda,subst:sg:gen:m1
1248,córka,subst:sg:nom:f
1249,Weronka,subst:sg:nom:f
1250,kłótliwy,adj:sg:nom:f:pos
1251,baba,subst:sg:nom:m1
1252,toteż,conj
1253,przerwa,subst:sg:dat:f
1254,śpiew,subst:sg:nom:m3
1255,kłócić,praet:pl:m2:imperf
1256,choćby,comp
1257,własny,adj:sg:acc:f:pos
1258,kima,subst:pl:gen:f
1259,star,subst:sg:gen:m3
1260,panna,subst:sg:gen:f
1261,brzydki,adj:sg:nom:f:pos
1262,noc,subst:sg:nom:f
1263,anioł,subst:sg:gen:m1
1264,wiele,adv:pos
1265,Rysiek,subst:sg:gen:m1
1266,posłusznie,adv:pos
1267,pijaństwo,subst:sg:loc:n
1268,bać,praet:sg:f:imperf
1269,inaczej,conj
1270,łatwo,adv:pos
1271,przykazać,praet:sg:m1:perf
1272,chrząkać,fin:pl:ter:imperf
1273,dukać,praet:sg:m1:imperf
1274,potykać,pcon:imperf
1275,wybój,subst:pl:loc:m3
1276,każdy,adj:sg:nom:m1:pos
1277,dźgać,fin:sg:ter:imperf
1278,wydawać,praet:sg:m1:imperf
1279,cieszyć,praet:sg:f:imperf
1280,żniwa,subst:pl:loc:n
1281,ominąć,pant:perf
1282,świt,subst:sg:gen:m3
1283,pole,subst:sg:nom:n
1284,kosa,subst:sg:acc:f
1285,przyjść,praet:sg:n:perf
1286,kos,subst:pl:nom:m2
1287,kosić,ppas:sg:nom:m1:imperf:aff
1288,gunia,subst:sg:nom:f
1289,przynieść,praet:pl:m2:perf
1290,poczet,subst:pl:nom:m3
1291,powołanie,subst:sg:nom:n
1292,obejście,subst:sg:dat:n
1293,u,prep:gen
1294,pies,subst:sg:gen:m1
1295,poznać,praet:pl:m1:perf
1296,skamleć,inf:imperf
1297,łasić,impt:sg:sec:imperf
1298,pysk,subst:sg:nom:m3
1299,burek,subst:pl:nom:m2
1300,zrozumieć,praet:sg:m1:perf
1301,zamerdać,praet:sg:m1:perf
1302,ogon,subst:sg:gen:m3
1303,powlec,praet:sg:m1:perf:agl
1304,buda,subst:sg:dat:f
1305,odwinąć,ppas:sg:inst:m1:perf:aff
1306,fartuch,subst:sg:loc:m3
1307,zielony,adj:sg:nom:f:pos
1308,sukienka,subst:sg:nom:f
1309,groch,subst:sg:nom:m3
1310,ładnie,adv:pos
1311,drzewo,subst:sg:gen:n
1312,zielone,subst:sg:nom:n
1313,płatek,subst:pl:nom:m3
1314,śnieg,subst:sg:nom:m3
1315,skądś,adv:pos
1316,niebo,subst:sg:nom:n
1317,spadać,praet:pl:m2:imperf
1318,znów,qub
1319,złość,subst:sg:inst:f
1320,ponieść,fin:pl:ter:perf
1321,otrząsywać,ign
1322,postrzelić,ger:sg:gen:n:perf:aff
1323,jakoś,adv:pos
1324,dowlec,fin:pl:pri:perf
1325,krzyż,subst:sg:nom:m3
1326,objąć,praet:pl:m1:perf
1327,siła,subst:sg:gen:f
1328,pełno,adv:pos
1329,drzazga,subst:sg:nom:f
1330,paznokieć,subst:pl:gen:m2
1331,zedrzeć,ppas:sg:nom:n:perf:aff
1332,łokieć,subst:pl:nom:m3
1333,oderwać,praet:sg:f:perf
1334,palce,subst:pl:nom:n
1335,wyłamywać,pact:sg:nom:m1:imperf:aff
1336,nieżywy,adj:pl:gen:m1:pos
1337,powiesić,inf:perf
1338,ramię,subst:pl:nom:n
1339,zdjąć,praet:pl:m2:perf
1340,urąbać,inf:perf
1341,nieraz,adv:pos
1342,Stasiek,subst:sg:nom:m1
1343,kołyska,subst:sg:gen:f
1344,budzić,praet:sg:f:imperf
1345,izba,subst:sg:nom:f
1346,rozdzierać,inf:imperf
1347,któryś,adj:sg:nom:m1:pos
1348,ojcowy,adj:sg:nom:n:pos
1349,nieszczęście,subst:sg:inst:n
1350,przyśnić,praet:sg:f:perf
1351,pomagała,subst:sg:nom:m1
1352,bujać,pact:sg:gen:m1:imperf:aff
1353,źle,adv:pos
1354,drzeć,praet:pl:m1:imperf
1355,Musiał,subst:sg:gen:m1
1356,matka,subst:sg:gen:f
1357,rozkrzyczany,adj:sg:acc:f:pos
1358,gęba,subst:sg:gen:f
1359,cycek,subst:pl:nom:m2
1360,zatykać,pact:sg:inst:m1:imperf:aff
1361,umierać,fin:sg:pri:imperf
1362,znak,subst:pl:nom:m3
1363,wydusić,praet:sg:m1:perf
1364,tamto,subst:sg:gen:n
1365,daleko,adv:pos
1366,kopać,praet:sg:m1:imperf
1367,udać,praet:sg:n:perf
1368,udo,subst:sg:gen:n
1369,pytać,praet:pl:m1:imperf
1370,rozpłakać,praet:sg:f:perf
1371,przychodzić,fin:sg:ter:imperf
1372,pomoc,subst:sg:inst:f
1373,rozum,subst:sg:loc:m3
1374,przestawać,fin:pl:pri:imperf
1375,pojmować,ppas:sg:nom:f:imperf:aff
1376,wiedza,subst:sg:gen:f
1377,sen,subst:sg:nom:m2
1378,czym,conj
1379,wiedźma,subst:sg:nom:f
1380,nocny,adj:sg:inst:m1:pos
1381,koszula,subst:pl:loc:f
1382,kostka,subst:sg:gen:f
1383,łeb,subst:sg:inst:m2
1384,wrona,subst:pl:gen:f
1385,gniazdo,subst:sg:loc:n
1386,krucyfiks,subst:sg:inst:m3
1387,dawać,fin:sg:ter:imperf
1388,pomstować,praet:sg:m1:imperf
1389,gzić,inf:imperf
1390,łajdaczyć,inf:imperf
1391,maruszewski,adj:pl:gen:m1:pos
1392,porobić,praet:pl:m1:perf
1393,sodoma,subst:sg:acc:f
1394,gomora,subst:sg:acc:f
1395,Maruszewo,subst:pl:gen:n
1396,Pan,subst:sg:gen:m1
1397,zsyłać,ppas:pl:gen:m1:imperf:aff
1398,kara,subst:sg:inst:f
1399,Jezus,subst:sg:gen:m1
1400,sikorka,subst:sg:gen:f
1401,mała,subst:pl:gen:f
1402,posadzić,praet:sg:f:perf
1403,drzewie,subst:sg:nom:n
1404,uciec,inf:perf
1405,dorosły,subst:pl:nom:m1
1406,las,subst:sg:loc:m3
1407,wiewiórka,subst:pl:gen:f
1408,puścić,praet:pl:m2:perf
1409,grób,subst:sg:gen:m3
1410,dzięcioł,subst:sg:gen:m2
1411,synogarlica,subst:sg:acc:f
1412,cmentarz,subst:pl:gen:m3
1413,kikut,subst:sg:inst:m3
1414,ruina,subst:pl:loc:f
1415,pusto,adv:pos
1416,głucho,adv:pos
1417,gdzieniegdzie,adv:pos
1418,ocalały,adj:pl:nom:m1:pos
1419,ptak,subst:pl:nom:m2
1420,wymieść,praet:sg:n:perf
1421,marny,adj:sg:nom:m1:pos
1422,wróbel,subst:sg:gen:m2
1423,długo,adv:pos
1424,grozić,praet:pl:m2:imperf
1425,omijać,praet:sg:m1:imperf
1426,zapowietrzony,adj:sg:gen:f:pos
1427,przelot,subst:sg:loc:m3
1428,przysiąść,praet:sg:m1:perf
1429,zaćwierkać,praet:sg:m1:perf
1430,zabłądzić,praet:sg:f:perf
1431,odwiedzić,praet:sg:f:perf
1432,dawny,adj:sg:nom:n:pos
1433,sprawdzić,ger:sg:gen:n:perf:aff
1434,pocieszenie,subst:sg:nom:n
1435,przyjechać,praet:sg:f:perf
1436,narodzenie,subst:sg:gen:n
1437,następna,subst:pl:dat:f
1438,kryjomy,adjp
1439,zajść,praet:sg:m1:perf
1440,stodoła,subst:sg:gen:f
1441,koń,subst:sg:dat:m2
1442,siano,subst:sg:gen:n
1443,udrzeć,praet:sg:m1:perf
1444,tylny,adj:sg:inst:m1:pos
1445,wrótnia,subst:pl:inst:f
1446,klepisko,subst:sg:inst:n
1447,klęczeć,fin:pl:ter:imperf
1448,taborek,subst:sg:nom:m3
1449,okular,subst:pl:loc:m3
1450,spłoszyć,ppas:sg:gen:m1:perf:aff
1451,schować,ppas:sg:nom:m1:perf:aff
1452,obsadka,subst:sg:nom:f
1453,chwila,subst:sg:acc:f
1454,głowa,subst:pl:loc:f
1455,moja,subst:pl:nom:f
1456,wlepić,ppas:sg:nom:n:perf:aff
1457,wzrok,subst:sg:nom:m3
1458,obraz,subst:pl:inst:m3
1459,zdarzać,fin:sg:ter:imperf
1460,dziewczyna,subst:sg:nom:f
1461,śliczności,subst:pl:nom:n
1462,strój,subst:pl:nom:m3
1463,spoglądnąć,praet:sg:m1:perf
1464,kicnąć,praet:sg:m1:perf
1465,leciuteńko,adv:pos
1466,kot,subst:sg:gen:m1
1467,przypiecek,subst:sg:gen:m3
1468,zleźć,praet:sg:m1:perf
1469,kapitan,subst:sg:nom:m1
1470,porucznik,subst:sg:nom:m1
1471,pojechać,praet:pl:m1:perf
1472,zagniewany,adj:sg:nom:m1:pos
1473,rozżalić,ppas:sg:nom:m1:perf:aff
1474,wtedy,adv:pos
1475,milicja,subst:sg:nom:f
1476,rewizja,subst:sg:gen:f
1477,chłop,subst:sg:dat:m1
1478,broń,subst:sg:inst:f
1479,trzasnąć,pant:perf
1480,drzwi,subst:pl:nom:n
1481,wapno,subst:sg:gen:n
1482,sufit,subst:sg:gen:m3
1483,posypać,inf:perf
1484,zamieszać,ppas:pl:gen:m1:perf:aff
1485,skazany,subst:sg:gen:m1
1486,więzienie,subst:sg:gen:n
1487,grzywna,subst:sg:acc:f
1488,Robert,subst:sg:gen:m1
1489,M,num:pl:nom:m1:rec
1490,pracownik,subst:pl:gen:m1
1491,warszawski,adj:sg:gen:f:pos
1492,windykacyjny,adj:sg:gen:f:pos
1493,narzeczony,subst:sg:gen:m1
1494,niedoszły,adj:sg:nom:m1:pos
1495,przekonać,fin:pl:ter:perf
1496,pani,subst:sg:nom:f
1497,pewne,subst:sg:nom:n
1498,planować,fin:sg:ter:imperf
1499,uprowadzenie,subst:sg:gen:n
1500,znajdować,fin:pl:ter:imperf
1501,gang,subst:pl:inst:m3
1502,porywacz,subst:pl:inst:m1
1503,rad,subst:pl:nom:m3
1504,szkolny,adj:sg:nom:m1:pos
1505,cóż,subst:sg:nom:n
1506,nazajutrz,adv:pos
1507,odprowadzić,ger:sg:gen:n:perf:aff
1508,Paweł,subst:sg:dat:m1
1509,lotnisko,subst:sg:gen:n
1510,rozedrzeć,praet:sg:m1:perf
1511,przyglądać,praet:sg:m1:imperf
1512,odlot,subst:sg:inst:m3
1513,dzienia,subst:pl:gen:f
1514,bezsennie,adv:pos
1515,spędzić,praet:pl:m1:perf
1516,rana,subst:sg:nom:f
1517,ambasada,subst:sg:gen:f
1518,sudański,adj:sg:gen:f:pos
1519,aby,comp
1520,wszcząć,ppas:pl:gen:m1:perf:aff
1521,osobisty,adj:pl:gen:m1:pos
1522,staranie,subst:pl:gen:n
1523,wiza,subst:sg:gen:f
1524,mieścić,praet:pl:m2:imperf
1525,nieduży,adj:sg:gen:f:pos
1526,pałacyk,subst:sg:nom:m3
1527,położyć,ppas:sg:nom:f:perf:aff
1528,centralne,subst:sg:nom:n
1529,punkt,subst:sg:nom:m3
1530,kairski,adj:sg:inst:m1:pos
1531,śródmieście,subst:sg:gen:n
1532,poczuć,praet:sg:m1:perf
1533,głęboki,adj:sg:acc:f:com
1534,wdzięczność,subst:sg:inst:f
1535,naczelny,adj:sg:nom:f:pos
1536,wyobrazić,inf:perf
1537,jako,conj
1538,rekin,subst:sg:nom:m1
1539,tymczasem,conj
1540,urzędnik,subst:pl:gen:m1
1541,konsulat,subst:sg:gen:m3
1542,bagaż,subst:pl:nom:m3
1543,dziwny,adj:sg:nom:f:pos
1544,typ,subst:sg:gen:m3
1545,gorąc,subst:sg:gen:m3
1546,nosić,praet:sg:m1:imperf
1547,gruba,subst:sg:nom:f
